pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94
024	-0.0197451652877	0.0947694970828	-0.0478995022494	0.128743130519	-0.211849164198	0.0111486061892	-0.0487298223479	0.0694467924485	-0.17402628684	0.0128358157158	-0.042983254492	0.0294990946449	0.0558269447054	-0.0283462184353	-0.0783149856292	0.0129838772335	-0.0241649681688	0.0266789009164	-0.0284472473695	0.000561169810249	-0.0153637365306	0.0321003360452	-0.046303750254	0.0127260454744	-0.000465855381064	-0.0497677849159	-0.0749586716286	0.0238939546248	-0.0108991543799	0.0184473012437	0.0130445403069	0.000523793351824	-0.0432726733776	-0.0173312850616	-0.00760641581638	0.00648064802124	-0.00887944627799	-0.0275379994899	-0.0245280190538	0.0190640121419	0.014695685155	0.00694953557142	0.0199312144791	0.00438943710875	-0.00487089088781	-0.00373112773082	-0.00513087963279	-0.00566142534582	0.00722793155591	-0.0198929702896	-0.00171955153227	-0.0159474339625	0.00892230679342	-0.0160693921467	0.00382848817683	0.00853798266426	0.0128289035649	0.0140055673819	-0.0134444373186	0.00538001662171	-0.00646278649903	-0.0102603619071	-0.00227711260361	-0.00786186865208	-0.00281688861164	-0.0105246102412	-0.00605743196431	-0.00435513719123	0.00891165466298	0.005112837868	0.00607512820004	0.00304098840266	0.00305600749861	0.00027358094983	0.0026940316533	0.00199640204028	7.20530467997e-05	6.0007959237e-05	0.00143800598355	0.00152515729488	0.00404725975131	0.00113464286298	0.000837889047985	0.00298674782369	0.00143889004451	-0.00321644125696	0.00298519990582	-0.00096119672982	-0.000762753854586	-0.0012745726609	-0.00021997864275	-0.000213038420749	-5.0477439193e-05	-3.96147600014e-09
058	-0.188743574192	-0.165304876603	0.0313473136405	-0.0326478576738	-0.0906363033367	0.0117625350442	0.0590062860668	0.0410810923215	0.0241399499817	0.0606209399547	-0.0536179802071	-0.00930979489245	0.001274354762	0.040323268772	0.0189763595521	0.0158388542705	-0.00942702159084	0.0173553396896	0.0126434375384	-0.000921390285799	0.00261166462908	0.0208444766892	0.026967862541	-0.00604317265638	-0.0204162969634	0.0158786058571	-0.0131535077855	-0.0321610544269	-0.0117462543558	-0.0180780412746	-0.00031774055153	0.0114658870177	0.00928688759787	-0.0224184126288	0.0141423493454	0.00578563069029	0.0173537171997	-0.00292765707422	0.0229156250158	0.0116509811799	-0.0041356760107	0.000886317175985	0.00737900477902	0.0133335658513	0.0110550112343	0.0129753177325	-0.0342176230187	0.00216773312089	-0.00632118857116	0.00703545866335	0.0258471722576	-0.00718414011186	0.00552424585228	0.020627140058	-0.0206523083503	0.0110749247329	-0.00559178854314	0.0115481554265	0.00250517139166	-0.0175646222899	-0.00788733389212	0.0153957712832	-0.00101041025227	0.00632043565965	-0.0108955366194	-0.0284821914278	-0.00229037581036	0.0141092802185	0.00454509833182	-0.00462682800055	0.00298236371977	0.00154539807019	0.0101145782146	-0.00416292597494	0.00507569962056	0.00582040054402	0.00209325431729	0.0117932657422	0.00295327804692	0.00293128600657	0.014318755058	-0.00127024620034	0.0139870760692	-0.00552981212071	4.85986832049e-05	-0.00550416045913	0.000846814091984	0.000768556631281	-0.00670622551853	0.0037547841369	-0.000145876928038	0.00280192120557	-0.000172038894733	-3.96147600016e-09
014	-0.0960935958684	0.13552725276	0.0786393487076	0.00715897303624	0.0320247859514	0.0541958828944	-0.0300394445824	0.0609840252563	0.00312090390647	-0.0710364258148	-0.0671477445669	0.0279100116628	0.0127341203878	0.0112386575931	-0.0162734365729	0.00303646619757	-0.0193695131779	-0.0478802622427	0.00582941626398	0.00851340276734	-0.0147307993745	-0.00688736109359	0.00354443192146	0.036448766218	-0.0219136871554	-0.000518594819595	0.000895554859413	0.0050856681463	0.0061500643024	0.0153235062021	0.0177071260554	0.0159907571938	0.0111508973284	0.0069677300667	0.00667617266473	-0.0269022225302	0.00839486884085	0.0206063153981	-0.0182633066855	0.0191456306046	-0.0188959105439	0.0170164434584	-0.0038931511694	0.0233628596784	0.00987218721869	0.017635095613	-0.0228502353115	0.00745397539558	-0.0045568337725	0.0137003407862	0.0103994352502	-0.00295665156728	-0.0139639591876	-7.31545861204e-05	0.00422992054537	-0.0064553578997	-0.016291388723	0.0118056037754	0.0145656963594	-0.00827939120082	-0.00184798090091	-0.00389939044186	-0.00823689977553	-0.0191213486567	0.00544468110925	0.00865636922948	0.00270482369168	-0.00139502000492	0.00335757138794	0.00103744258156	0.00332423230619	-0.00922304284012	-0.0115051294016	0.0258483218155	0.0161232308873	-0.000126437975647	-0.0099757651609	-0.00607827157151	0.00544876077983	-0.00352110389694	-0.00780875585215	0.00456074016794	0.0140437593748	-0.00799931035555	0.00627034330876	-0.00115893291899	-0.00721673769064	0.00123756873901	-0.000745655210399	-0.00286449829725	0.0034072064913	-0.00191061890307	0.000259917033034	-3.96147600015e-09
152	-0.0392451322619	0.150042756724	0.011310241266	0.0332255587467	0.034102711825	0.0358648765315	0.0399665528202	0.0442403687056	0.0268793023686	-0.0714527337753	-0.00259491196964	-0.0448034106579	-0.00293352502989	0.00503030309823	0.0569178091804	-0.0261652309024	-0.0489612197323	-0.084631340644	-0.017148337999	-0.018506024702	-0.0117938107105	0.073940853763	-0.00792397725332	0.00710665848436	0.0187488587608	0.0143253687144	0.00218793986865	-0.0582285895994	-0.0362876060839	-0.0307261961516	-0.0394659358948	-0.000760793858233	-0.00744742139776	0.0246451582256	-0.00952652916235	-0.0167101393206	0.00657379050048	0.00150258058796	-0.0113625144116	-0.0158489237987	0.0310590816649	0.0385494209737	0.00397065461614	0.0105351558316	0.0159440845023	-0.00344775287185	-0.0134898240637	-0.0202165662804	0.00888080106618	-0.0173730719789	0.0041758951089	-0.0144201235227	-0.00301331742979	0.014075068883	-0.00642492156656	0.0021052034664	0.0024622399138	-0.0056169539175	0.00661904705947	0.00617267505087	-0.00945698764328	0.00924500402893	-0.0138158598303	0.00990007277199	0.00418678206262	-0.00988370948598	0.00154429737283	-0.0152170938946	0.00751039368237	0.00595062183387	0.000301598497668	0.0139991671828	0.00249832690864	-0.00549891293345	-0.00270423767095	0.00618984828329	-0.00441946497178	0.000713323445222	-0.00550819660799	0.00155128804157	-0.00237493185949	-0.00844424815501	-9.22806145375e-05	0.00876855420596	-0.00047968102459	0.000621942005903	0.00289683927	-0.0012819657515	0.00175421832497	-0.00334469707101	-0.000951376861093	-0.00224306656407	0.000528036948832	-3.96147600014e-09
056	0.0344946610929	0.112077754259	0.0219728978296	-0.168694968579	-0.106423616238	-0.00219567131426	0.0717428827683	0.0247573413788	-0.041086515219	0.0311837041998	0.0257617975013	0.0428112154096	0.0147412012748	-0.0212464800114	-0.00283471084732	0.0041288090754	0.0115542240054	0.0301652733163	0.0147314150465	0.0119862084172	-0.0253945462447	0.0390049578685	0.0338772920123	-0.0182035509895	0.0158416597761	0.0121004577488	0.0365077878458	-0.00927576190834	0.0137540508286	0.0292414617619	-0.00835879851992	0.0091988147121	-0.000736230507514	0.00426391566834	-0.00574259568709	-0.0295868627953	-0.0142673012197	-0.00662066412643	0.00263132375471	-0.00171696841038	-0.0134312166249	0.0178016488034	-0.00100008653833	-0.0176704427511	0.00268987025533	-0.0178714670549	0.0107702035085	0.00564157492226	0.0127012120445	0.00445045487504	0.00996145292549	0.0227864436311	0.00895944370084	0.00828811804829	-0.0184354262699	0.0002978445922	-0.00460315714816	0.0021411613407	0.00661606365055	-0.0100927179441	0.00834397890476	-0.0124039786044	-0.000551575125455	-0.0176387917404	-0.0113680713734	-0.0168038277431	-0.0168145798319	-0.00465171193876	0.00633007476053	-0.00176323049614	-0.00619174357619	0.00109062418549	0.0039275939098	-0.00496777291909	-0.00658233135464	0.0141543691666	0.00476602136178	0.00152468839195	0.021714419036	-0.00260007475393	-0.0052259221406	-0.00319669963595	-0.0064552644379	-0.00934569440809	0.00861889691001	-0.00430160772058	-0.00416294942861	0.00564171678938	0.00801494803661	-0.00269421096888	-0.00197316484642	-0.00133891230828	-0.000347143151417	-3.96147600011e-09
005	-0.162476199451	-0.00709801695389	0.055507485907	-0.0141229467929	-0.0220559558294	-0.0913002632582	-0.0578330261054	-0.0669744150489	0.0363732758795	-0.048475314751	-0.0275383205593	0.0146868608303	0.0202786557424	0.0111431414085	-0.00698633430854	-0.0334388424877	-0.0114226498512	0.0241332772009	-0.000984975293426	-0.0153284451933	0.037976313556	-5.32510847999e-05	0.0136684406096	0.00141644681164	0.0118294918552	0.0259955573053	-0.0217060718568	-0.0110926593907	0.0211660776791	0.0192570718987	-0.0287736877634	0.0213066720383	-0.0204274918879	-0.024980317341	-0.0123257991351	0.00554215436819	-0.016698914719	0.00694729065992	-0.013329429376	-0.00601816457825	0.0424564784884	-0.010888329714	-0.0066398046507	0.016298321117	0.0033223978253	0.0115634104578	-0.00269281860603	0.0134285427077	0.0121488022273	0.00961124861016	0.00993930718505	0.00501418149712	-0.0203579637985	-0.00146692488388	0.00667480067232	0.0321509856062	-0.0219543943274	-0.00651290118488	-0.00574332618513	-5.06319445214e-05	-0.0151951299879	-0.0025099106329	0.0162249751065	0.00437458866837	0.00413753435911	0.00566719980554	-0.0301055609146	0.0179264252499	-0.0121862114918	0.0096597714443	0.00490483253126	0.00110440972919	0.0156750846338	0.0013248271022	-0.0187149884	-0.00592463441566	-0.000812851249767	-0.00191919484284	-0.00151335368215	-0.00847547698547	-0.00323681766689	-0.00139940502413	0.00337775230729	-0.00756463020284	0.00143734491792	0.00837944811712	0.000234119809242	-0.00230227725192	-0.00214840760293	-0.00208320552147	-0.000689825392761	-0.00201171196613	-0.000426736249579	-3.96147600011e-09
030	-0.0360771893815	0.138009346771	0.00739877334746	0.022571541528	0.0969300965984	0.0834625834998	0.00785492102642	0.0325770514923	-0.0167129742055	0.0815851642826	0.0317591587605	-0.0104140161621	-0.0183733182683	0.000946572410629	-0.0322014746539	0.0124161863553	-0.0190917168098	0.000108452865364	-0.023213005494	0.0118928596261	-0.0293868598589	0.000907104893843	0.0285772153182	-0.0540592885544	0.00224745890972	-0.0241631179813	-0.0148111699639	0.0199010243842	-0.00244940408373	-0.0146676289016	-0.0426805814663	-0.0160329926571	0.0127368464967	-0.0320421064394	0.0167973808238	0.0187649225728	0.0191716028526	0.00797995241802	-0.00120569683518	0.0034564201021	-0.021375005361	-0.00228906294287	-0.00509081810868	0.018248846423	-0.00869331159515	0.00982024408979	-0.0143749895265	0.00870687085956	-0.017739476412	0.00342374419062	-0.0203728090423	-0.0142177577228	0.010018340399	0.00712181750657	0.0136783423494	-0.00545702580047	-0.000666367895462	-0.0240647436609	-0.00260142207275	0.0039274976054	-0.0397681569648	-0.00320424938337	0.0205742411401	0.0131751107005	0.00832757634735	0.00422250772767	-0.00386278222135	-0.00404981926577	0.0137700790562	-0.0142364387825	-0.0123848757746	0.00366551019566	0.00199753329574	-0.00418367012934	0.00496078384114	0.00456689622376	-0.00138658477804	-0.0135368832308	0.00535939037699	0.00454742872983	-0.00463160043335	-0.00988330632612	-0.00136577849446	-0.0111786790782	0.00148801888014	0.00148228917709	0.00277999507728	0.00337864773168	0.00112683726058	0.00111296543983	0.0011161031835	-0.00136710554156	-0.000614616111187	-3.96147600011e-09
408	0.0275003430208	0.153759024576	-0.0594835741994	0.115811366768	0.178649014137	0.0241215846455	0.0481097219925	-0.0105118337963	0.0545425561775	0.0993333728538	-0.00849478078593	-0.0388312989407	0.0746490797184	0.0164047478399	0.0199904287616	-0.0100980408215	-0.0261556839583	0.0792641344074	-0.0169681543523	0.0592368360527	-0.0336008819542	0.00334616308493	-0.0255643212249	0.00225674840208	-0.012800869901	-0.00399055819881	0.0142105191495	0.00501486203963	0.028192748768	0.0105959023441	-0.013103972137	-0.0026796979122	-0.0323498972775	0.039491807066	-0.00859042903868	0.0412581373139	0.0162542829168	0.0040525679005	0.00542439871626	0.0180790031998	0.00885386572475	-0.00489242652527	-0.0110276372558	0.00949548902093	0.0227194494532	-0.00297076070036	-0.0174630053974	0.014226371515	0.00321407397475	0.0216887885957	0.0218086280627	0.0152536045684	-0.0123796684742	0.00274432728732	0.0258432820119	0.00567432865765	0.00347559001618	0.0204821531554	-0.00559965280503	-0.0192237843449	0.00580077737876	0.00848433292812	-0.00955057830874	0.000118936181115	-0.0017004343654	0.00124530760941	-0.00490987161393	-0.019109094379	0.000104650253069	0.00429241417545	-0.0103518393388	-0.00102117995779	0.000716551574698	0.00106379480309	-0.00175893741149	0.000491553715452	0.00469526088247	-0.00550702913821	-0.00922349215676	-0.00349812025261	0.00421767716711	-0.00161206743927	-0.00687010127207	-0.00114853690905	-0.000879868048806	-0.0049939004888	-0.000416877698876	-0.000466256770008	0.000507507886446	-0.00403269095196	-0.000422150892219	0.000562986993101	0.000363909441706	-3.96147600016e-09
008	-0.153777687873	-0.177231934815	0.014212411807	-0.0219127130351	-0.100691287289	0.0533168524862	0.0732208205085	0.0682591933114	-0.0114729936918	0.0631125436848	-0.0359355017154	-0.0311696653572	-0.0242694752477	0.0304983743667	0.00324640112272	0.0467459099633	0.0515999538719	0.0526096477185	0.00468796213095	0.0122016978527	0.00353515976962	-0.00489022732283	0.00429285366522	0.0199332589353	-0.000436097017798	0.00976695185363	0.000654936225319	0.0150700236688	-0.00554339882563	-0.0149849424589	-0.00473125431027	0.00417524452019	0.00397646828439	-0.00466755520967	0.00146595671437	0.0363246725018	0.0167304603785	0.0108978868315	-0.0349589688838	0.0210196845928	0.0198029525498	0.0184380508116	-0.0206930288307	-0.0161996529322	0.0272886965206	0.00507378562509	0.00784749388696	-0.00457283175686	-0.0152517189037	-0.0159067605131	-0.022471525756	0.0307144850294	-0.00612509813426	0.0286894306882	0.0139166514011	-0.0115401628605	-0.0196516054013	-0.00628972701372	0.00480230965997	0.0327228021839	0.012976564005	-0.00720665005369	0.0107898194934	-0.00469197043803	-0.0143601283637	-0.0125296855731	0.0108254610149	0.00116040980377	-0.00345820433353	0.0119833006456	0.00804602987761	-0.00371651432601	-0.00605639163092	-0.00162604318027	-0.00446489130586	0.00105625738315	0.00120343469239	-0.000811194871082	-0.00385623996981	-6.39162589956e-06	-0.00427145893978	-0.00109315141938	0.00850082139557	0.00186242015935	-0.0089654541937	0.00277438988112	0.00326301377545	-0.00121741995851	0.00349811781389	-0.00156766670961	0.00106870990031	-0.00165792896917	-0.00012046216648	-3.96147600013e-09
007	-0.0142116695047	0.0594751609411	-0.060988960901	0.0418247615168	0.0972356631322	0.0543109274396	-0.00137337966808	-0.00173500044	0.0244317115203	0.00673003492617	0.0781480024551	-0.0153095554277	-0.0272499936833	0.0122028746744	0.0445625815604	0.0289213086602	-0.00728461568706	-0.0226270551332	-0.0334743552592	-0.0204669972406	0.0104519976828	0.0439234012447	0.00101699047695	-0.0155110135034	0.0329906849042	-0.00932639604934	-0.0111791728988	-0.0178741163537	-0.0526244708856	-0.0130293639088	0.00241670050949	0.0213641406148	-0.00326679861041	-0.0156388478829	-0.00335682090578	0.0155066668881	0.00403950034557	-0.00920400254004	-0.0396591797283	-0.00512255306254	0.0436200845703	0.00657250063324	0.0045685722992	-0.0103033148365	0.0209901964968	-0.00628486732554	0.0183097976452	0.00437079693169	-0.0076019734158	0.0270612330594	-0.00307745985958	0.005642999959	0.00545426475598	-0.0128626317739	0.00737001106417	0.00372568322882	0.00848585996822	0.00262993840743	0.0031327700526	-0.00275330193117	-0.00156706800742	-0.0101930200121	-0.00173065238649	-0.000756991752869	-0.0108878429475	-0.0130337364049	-0.00760071857474	0.0139505526741	-0.00301670054749	-0.000984134518178	-0.00374109690175	-0.0117205320755	-0.0209435520862	0.0182951735811	0.00288805690732	-0.00692478819677	0.00981744282618	-0.000760042618506	0.0103383104867	0.00249478155014	0.00391854347141	0.00638428410622	-0.0120943207275	-0.00322004506534	0.00259596621228	0.00222792625781	-0.00830333579527	-0.000578547492983	-0.00270223007627	0.00398624745223	0.00197362885739	0.00174990121291	-0.000326982317592	-3.96147600015e-09
