Taxon	6.147.1	2.32.1	6.147.3	6.19.2	4.161.3	6.19.1	5.131.3	2.79.1	1.507.1	2.52.2	6.184.1	4.161.1	2.45.1	5.131.1	4.75.3	3.33.1	1.203.2	1.110.2	1.56.2	4.60.1	6.84.1	2.503.1	2.25.1	1.97.2	2.199.1	5.125.3	1.153.1	2.47.2	1.97.1	1.511.2	3.31.1	6.181.3	1.68.2	1.9.1	2.47.1	2.79.2	4.87.1	1.9.2	4.87.2	5.131.2	2.25.2	1.153.2	2.26.2	1.49.2	4.87.3	6.181.1	2.76.1	2.126.1	4.68.3	3.43.3	1.72.1	2.144.1	4.75.1	1.506.1	3.107.1	6.184.2	2.52.1	1.7.1	4.75.2	1.8.1	1.50.2	1.154.2	1.8.2	2.33.2	2.510.1	2.24.2	2.32.2	6.184.3	5.125.1	1.49.1	5.136.1	1.511.1	2.504.2	2.76.2	5.136.3	2.81.2	1.154.1	2.24.1	2.126.2	2.157.2	4.68.1	1.91.2	1.121.1	5.125.2	1.68.1	6.147.2	1.155.2	2.504.1	2.1.1	5.127.3	6.84.3	2.48.2	1.39.2	1.95.2	1.39.1	2.26.1	1.121.2	3.98.1	3.43.2	3.33.3	6.84.2	1.120.2	1.56.1	6.19.3	2.45.2	2.33.1	1.110.1	1.63.1	2.144.2	2.48.1	4.161.2	1.203.1	1.506.2	1.7.2	1.120.1	2.81.1	6.181.2	3.33.2	2.57.1	4.60.3	3.45.1	3.43.1	2.55.1	2.116.1	5.127.1	3.107.3	1.72.2	3.107.2	5.136.2	1.155.1	1.63.2	2.1.2	1.50.1	4.93.1	3.98.3	2.57.2	3.98.2	4.93.3	2.116.2	3.45.2	1.91.1	4.93.2	3.45.3	2.157.1	4.68.2	1.95.1	4.60.2	2.510.2	5.127.2	5.63.3	5.63.2	3.31.2	3.31.3	2.503.2	2.55.2	5.63.1	2.199.2	1.507.2
Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae	0.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	10.0	6.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	9.0	1.0	0.0	0.0	4.0	0.0	0.0	12.0	0.0	4.0	1.0	61.0	1.0	3.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	6.0	0.0	3.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	13.0	3.0	0.0	0.0	6.0	0.0	0.0	1.0	1.0	4.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	2.0	2.0	0.0	0.0	0.0	18.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Actinobacteria;Actinobacteria;Actinomycetales;Cellulomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0	9.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae	9.0	194.0	116.0	68.0	20.0	77.0	3.0	525.0	33.0	149.0	22.0	44.0	2.0	19.0	19.0	46.0	76.0	212.0	0.0	13.0	168.0	195.0	4677.0	410.0	132.0	401.0	26.0	0.0	2152.0	213.0	2.0	162.0	0.0	4062.0	1.0	338.0	512.0	651.0	34.0	0.0	102.0	606.0	10.0	130.0	35.0	424.0	283.0	12.0	4.0	15.0	203.0	357.0	61.0	988.0	226.0	25.0	239.0	440.0	7.0	1705.0	27.0	38.0	113.0	210.0	1402.0	705.0	8.0	71.0	85.0	16.0	8.0	22.0	4.0	99.0	161.0	296.0	483.0	766.0	123.0	121.0	2.0	3.0	542.0	404.0	2.0	18.0	1272.0	22.0	178.0	40.0	292.0	3.0	480.0	1.0	820.0	555.0	1013.0	59.0	34.0	266.0	26.0	7.0	0.0	40.0	4.0	1021.0	27.0	82.0	27.0	0.0	0.0	477.0	590.0	243.0	2.0	130.0	435.0	162.0	131.0	5.0	13.0	100.0	556.0	11.0	7.0	118.0	1032.0	5.0	71.0	2800.0	212.0	309.0	38.0	2.0	61.0	39.0	22.0	0.0	0.0	236.0	44.0	0.0	13.0	36.0	0.0	10.0	0.0	79.0	15.0	1687.0	231.0	167.0	13.0	2.0	98.0	3.0	437.0	40.0
Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae	9.0	25.0	121.0	14.0	46.0	14.0	1891.0	18.0	3.0	1.0	4.0	16.0	0.0	415.0	5.0	28.0	0.0	57.0	56.0	27.0	273.0	5.0	184.0	39.0	1.0	152.0	26.0	18.0	305.0	252.0	27.0	139.0	13.0	94.0	99.0	19.0	11.0	7.0	5.0	13.0	15.0	13.0	0.0	119.0	4.0	1163.0	11.0	61.0	22.0	12.0	12.0	17.0	5.0	466.0	118.0	2.0	2.0	419.0	2.0	39.0	16.0	2.0	9.0	331.0	32.0	41.0	43.0	25.0	466.0	41.0	72.0	8.0	4.0	1.0	49.0	38.0	86.0	247.0	73.0	4.0	41.0	0.0	60.0	154.0	12.0	16.0	99.0	1.0	98.0	60.0	198.0	30.0	88.0	0.0	39.0	125.0	131.0	110.0	4.0	14.0	94.0	4.0	32.0	75.0	0.0	364.0	149.0	142.0	2.0	6.0	8.0	65.0	55.0	28.0	0.0	47.0	332.0	37.0	29.0	13.0	14.0	4.0	35.0	5.0	41.0	29.0	35.0	1.0	7.0	37.0	401.0	31.0	14.0	102.0	109.0	25.0	54.0	7.0	1.0	64.0	1.0	4.0	40.0	3.0	35.0	2.0	1.0	5.0	10.0	863.0	56.0	21.0	2.0	0.0	0.0	0.0	4.0	8.0
Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae	0.0	2.0	0.0	5.0	9.0	0.0	93.0	0.0	0.0	81.0	1.0	0.0	0.0	58.0	0.0	0.0	0.0	5.0	117.0	1.0	0.0	12.0	13.0	0.0	0.0	10.0	0.0	2.0	0.0	0.0	0.0	0.0	14.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	27.0	6.0	15.0	2.0	0.0	0.0	15.0	0.0	0.0	6.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	7.0	26.0	0.0	3.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	12.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	22.0	3.0	0.0	0.0	63.0	26.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	7.0	2.0	0.0	0.0	4.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0	2.0	30.0	21.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	643.0	852.0	1591.0	2632.0	2338.0	820.0	356.0	6535.0	37378.0	2921.0	19011.0	91.0	10.0	1903.0	3793.0	17504.0	33.0	4638.0	14163.0	5059.0	797.0	8730.0	10248.0	213.0	34084.0	15362.0	12231.0	1183.0	4423.0	12309.0	21316.0	1050.0	1223.0	5078.0	1723.0	3685.0	604.0	14243.0	22769.0	445.0	31832.0	25999.0	26784.0	19129.0	8172.0	3330.0	16020.0	14009.0	8314.0	13852.0	6444.0	8257.0	6924.0	24840.0	9876.0	5763.0	314.0	14535.0	19267.0	1509.0	20941.0	1193.0	50075.0	16771.0	1772.0	5430.0	261.0	10985.0	7327.0	25577.0	20674.0	31937.0	18845.0	18897.0	12483.0	26588.0	1360.0	12699.0	4021.0	20123.0	5358.0	5216.0	2625.0	14792.0	9026.0	3763.0	4776.0	26323.0	2035.0	1680.0	422.0	2673.0	13809.0	1959.0	4081.0	934.0	623.0	683.0	4137.0	23884.0	1770.0	20846.0	6004.0	86.0	24.0	10727.0	3497.0	5007.0	4207.0	4614.0	149.0	67.0	25831.0	27066.0	7270.0	13009.0	2967.0	11005.0	30469.0	3728.0	13088.0	23738.0	22490.0	4147.0	1586.0	2659.0	2782.0	7578.0	20521.0	502.0	950.0	12332.0	16368.0	1374.0	10449.0	31501.0	1114.0	1100.0	26417.0	5421.0	423.0	1782.0	9635.0	15.0	3343.0	4752.0	11844.0	1938.0	1144.0	1202.0	851.0	3901.0	19394.0	19889.0	17069.0	26292.0	335.0	19637.0
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	168.0	377.0	316.0	107.0	622.0	22.0	159.0	944.0	387.0	45.0	1194.0	327.0	0.0	1032.0	345.0	1598.0	0.0	382.0	2787.0	946.0	495.0	1826.0	1098.0	34.0	1681.0	3454.0	10709.0	51.0	1235.0	1338.0	1619.0	100.0	67.0	2.0	166.0	866.0	16.0	2.0	2257.0	318.0	9778.0	1998.0	1010.0	1402.0	601.0	336.0	766.0	1689.0	1335.0	1044.0	282.0	707.0	705.0	3456.0	687.0	469.0	1002.0	2003.0	3694.0	117.0	1811.0	36.0	4315.0	1439.0	474.0	839.0	188.0	759.0	909.0	2274.0	2285.0	1362.0	216.0	1291.0	1309.0	74.0	15.0	879.0	363.0	5035.0	848.0	16.0	321.0	1382.0	2642.0	213.0	490.0	524.0	155.0	646.0	125.0	901.0	1819.0	239.0	428.0	88.0	59.0	36.0	96.0	228.0	909.0	1276.0	139.0	15.0	4.0	4265.0	379.0	1768.0	815.0	1340.0	234.0	6.0	1059.0	771.0	10.0	1781.0	96.0	2190.0	2.0	446.0	733.0	845.0	6.0	1266.0	527.0	556.0	341.0	408.0	765.0	292.0	126.0	2858.0	851.0	318.0	1617.0	105.0	59.0	144.0	675.0	409.0	26.0	137.0	415.0	15.0	707.0	2478.0	602.0	1070.0	376.0	72.0	48.0	399.0	710.0	1053.0	55.0	384.0	10.0	334.0
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	19629.0	7154.0	3399.0	1068.0	10141.0	262.0	5611.0	3130.0	1.0	153.0	804.0	21938.0	3.0	1955.0	4.0	63.0	4.0	10168.0	25641.0	750.0	1505.0	28.0	34.0	367.0	178.0	1722.0	19.0	15551.0	7421.0	21.0	4922.0	981.0	164.0	6.0	17046.0	6496.0	4.0	6.0	8.0	18465.0	11.0	1.0	8.0	242.0	2.0	4224.0	5.0	8919.0	10678.0	13.0	4.0	1307.0	4.0	11.0	5065.0	235.0	9.0	46.0	14.0	6.0	4.0	15.0	0.0	14.0	1075.0	4674.0	21568.0	63.0	12682.0	608.0	13.0	69.0	3.0	12.0	8.0	385.0	5.0	3983.0	1338.0	2.0	5532.0	348.0	835.0	3852.0	35.0	10814.0	121.0	9.0	1330.0	14925.0	4501.0	18507.0	6.0	25712.0	22.0	173.0	754.0	1255.0	5.0	24.0	2814.0	2987.0	14914.0	119.0	6.0	11.0	848.0	4535.0	665.0	21413.0	9426.0	7.0	79.0	22.0	4.0	6536.0	1393.0	14.0	6.0	6495.0	10594.0	20.0	2034.0	28936.0	23862.0	16004.0	3.0	3296.0	3.0	98.0	5544.0	123.0	4.0	16654.0	2331.0	5.0	1572.0	19651.0	974.0	1995.0	19.0	16811.0	8360.0	0.0	2831.0	16262.0	1870.0	9821.0	29566.0	37.0	87.0	14188.0	9210.0	7.0	2.0	760.0	6.0	4.0
