Taxon	v3.Len.15	v3.Len.27	v3.Len.18	v3.Len.33	v3.Len.31	v3.Len.29	v3.Len.04	v3.Len.23	v3.Len.11	v3.Len.32	v3.Len.30	v3.Len.07	v3.Len.35	v3.Len.34	v3.Len.38	v3.Len.37	v3.Len.19	v3.Len.20	v3.Len.01	v3.Len.28	v3.Len.05	v3.Len.22	v3.Len.21	v3.Len.12	v3.Len.02	v3.Len.36	v3.Len.24	v3.Len.08	v3.Len.03	v3.Len.06	v3.Len.17	v3.Len.16
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter; s__	0.0	0.0	0.0	0.0	0.0	0.0021186440678	0.0	0.0	0.0	0.0034965034965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00162074554295	0.0	0.0	0.0	0.0	0.00146627565982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015503875969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Nesterenkonia; s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00384615384615	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__mucilaginosa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00146627565982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__	0.00828402366864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0208333333333	0.0	0.0	0.0	0.00293255131965	0.00952380952381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00205761316872	0.0	0.0307692307692	0.0	0.00641025641026	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__adolescentis	0.0	0.0242290748899	0.029810298103	0.0	0.0323974082073	0.010593220339	0.0344202898551	0.0	0.0714285714286	0.0244755244755	0.0	0.0435606060606	0.00393700787402	0.0	0.0	0.0058651026393	0.0	0.0	0.0	0.00806451612903	0.0031007751938	0.0	0.0	0.0	0.0699588477366	0.00921658986175	0.0	0.0	0.00160256410256	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__bifidum	0.0	0.0	0.0135501355014	0.0	0.00647948164147	0.0	0.0108695652174	0.0	0.0132890365449	0.0174825174825	0.0	0.0113636363636	0.0	0.0	0.0	0.0	0.0015873015873	0.0	0.0	0.0	0.0015503875969	0.0	0.0	0.0	0.0534979423868	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__breve	0.00118343195266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00162074554295	0.0	0.0	0.0	0.00392156862745	0.0	0.0	0.0	0.0	0.0	0.0	0.00212314225053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00299401197605	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__longum	0.120710059172	0.0220264317181	0.0135501355014	0.0	0.0259179265659	0.0148305084746	0.0144927536232	0.0	0.00166112956811	0.0244755244755	0.0	0.0132575757576	0.00787401574803	0.0	0.0254901960784	0.074780058651	0.00793650793651	0.0	0.0	0.00604838709677	0.0	0.0445859872611	0.0	0.0877659574468	0.0514403292181	0.0138248847926	0.126923076923	0.0	0.346153846154	0.0	0.00662251655629	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__pseudolongum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034965034965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Scardovia; s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00196078431373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__	0.0	0.00220264317181	0.0	0.0	0.00215982721382	0.0	0.0036231884058	0.0	0.00166112956811	0.0034965034965	0.00162074554295	0.0	0.0	0.0	0.0	0.0	0.0015873015873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00617283950617	0.0138248847926	0.0	0.0	0.0	0.0	0.00662251655629	0.0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__	0.00118343195266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00810372771475	0.0	0.0	0.0	0.00196078431373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00320512820513	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__aerofaciens	0.0	0.0242290748899	0.0189701897019	0.0	0.0172786177106	0.00847457627119	0.00905797101449	0.0	0.00332225913621	0.020979020979	0.0	0.00189393939394	0.0	0.0	0.0254901960784	0.024926686217	0.0015873015873	0.0	0.0	0.00201612903226	0.0	0.00636942675159	0.0	0.00265957446809	0.00205761316872	0.0230414746544	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella; s__lenta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0113452188006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00212314225053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
