Taxon	1.49.1	1.203.2	2.55.2	2.55.1	2.26.1	1.155.2	2.52.2	1.49.2	2.52.1	1.506.2	1.97.1	1.7.1	1.68.1	1.97.2	1.511.2	1.121.2	2.510.2	2.503.1	2.510.1	1.153.2	2.503.2	2.79.2	1.68.2	1.506.1	1.7.2	1.72.1	2.79.1	2.157.2	1.511.1	1.121.1	1.153.1	2.504.1	2.26.2	2.25.2	2.199.1	2.504.2	2.25.1	2.76.1	2.76.2	1.72.2	2.45.1	1.203.1	2.45.2	1.155.1	2.199.2	1.507.1	1.507.2
k__Archaea; p__Euryarchaeota; c__Methanobacteria	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	9.0	0.0	0.0	4.0	0.0	7.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	9.0	0.0	0.0	0.0	189.0	15.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria	3.0	10.0	16.0	71.0	70.0	118.0	19.0	16.0	40.0	66.0	199.0	50.0	0.0	149.0	17.0	151.0	12.0	52.0	215.0	62.0	0.0	26.0	0.0	74.0	30.0	40.0	57.0	19.0	2.0	56.0	4.0	2.0	2.0	10.0	18.0	1.0	406.0	47.0	15.0	321.0	1.0	453.0	1.0	563.0	594.0	4.0	7.0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia	3.0	0.0	0.0	6.0	22.0	14.0	16.0	22.0	2.0	9.0	28.0	52.0	14.0	24.0	35.0	23.0	0.0	6.0	31.0	3.0	1.0	7.0	106.0	36.0	3.0	4.0	5.0	1.0	2.0	6.0	1.0	0.0	0.0	3.0	0.0	1.0	25.0	2.0	0.0	7.0	0.0	83.0	0.0	12.0	9.0	0.0	1.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia	1844.0	3.0	2831.0	2382.0	201.0	605.0	625.0	2110.0	1074.0	2893.0	1271.0	1440.0	2135.0	326.0	1773.0	244.0	1947.0	1904.0	586.0	2546.0	3055.0	1237.0	959.0	2128.0	2482.0	733.0	1466.0	2888.0	2993.0	480.0	2722.0	3430.0	2914.0	3380.0	3099.0	2167.0	1119.0	2534.0	3168.0	780.0	1.0	118.0	11.0	274.0	380.0	3167.0	2746.0
k__Bacteria; p__Cyanobacteria; c__4C0d-2	13.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	1.0	0.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Cyanobacteria; c__Chloroplast	5.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	4.0	0.0	0.0	2.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli	11.0	353.0	1.0	60.0	18.0	7.0	55.0	2.0	8.0	17.0	58.0	11.0	57.0	20.0	30.0	39.0	6.0	26.0	2.0	14.0	3.0	42.0	59.0	7.0	13.0	10.0	2.0	3.0	2.0	56.0	3.0	0.0	0.0	6.0	2.0	5.0	33.0	9.0	8.0	6.0	118.0	338.0	619.0	7.0	9.0	11.0	30.0
k__Bacteria; p__Firmicutes; c__Clostridia	1224.0	145.0	546.0	1308.0	3229.0	2947.0	1475.0	1707.0	2630.0	890.0	1789.0	2099.0	962.0	2947.0	1743.0	1913.0	1743.0	1766.0	954.0	824.0	634.0	2314.0	2403.0	1342.0	972.0	2864.0	1788.0	895.0	894.0	3184.0	959.0	521.0	1027.0	472.0	353.0	1019.0	2082.0	857.0	553.0	2771.0	8.0	2778.0	2452.0	1378.0	757.0	228.0	320.0
k__Bacteria; p__Firmicutes; c__Erysipelotrichi	102.0	1.0	32.0	13.0	80.0	19.0	97.0	22.0	16.0	5.0	357.0	38.0	46.0	101.0	17.0	41.0	37.0	15.0	230.0	45.0	2.0	57.0	295.0	16.0	52.0	45.0	68.0	4.0	17.0	99.0	8.0	6.0	2.0	3.0	12.0	8.0	305.0	6.0	38.0	92.0	0.0	52.0	632.0	12.0	17.0	11.0	17.0
k__Bacteria; p__Fusobacteria; c__Fusobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	10.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	1.0	0.0	0.0	0.0	7.0	19.0	0.0	1.0	1.0	0.0	0.0	9.0	0.0	0.0	20.0	0.0	0.0	1.0	0.0	0.0	0.0	20.0	1.0	18.0	0.0	0.0	0.0	0.0	22.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria	63.0	0.0	53.0	21.0	0.0	13.0	4.0	53.0	151.0	4.0	4.0	34.0	34.0	4.0	115.0	2.0	34.0	16.0	13.0	52.0	0.0	16.0	29.0	64.0	45.0	0.0	15.0	35.0	27.0	3.0	71.0	0.0	13.0	32.0	30.0	0.0	2.0	16.0	111.0	1.0	0.0	2.0	0.0	1.0	50.0	41.0	72.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria	12.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0	0.0	2.0	3.0	31.0	2.0	1.0	4.0	2.0	23.0	9.0	6.0	5.0	0.0	0.0	2.0	20.0	18.0	0.0	5.0	1.0	1.0	0.0	22.0	7.0	0.0	5.0	4.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	1.0	13.0	16.0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	717.0	3487.0	521.0	136.0	79.0	222.0	1709.0	26.0	76.0	112.0	13.0	4.0	750.0	3.0	11.0	1563.0	108.0	66.0	1913.0	448.0	304.0	15.0	127.0	61.0	6.0	9.0	51.0	142.0	6.0	69.0	104.0	34.0	31.0	87.0	265.0	795.0	24.0	121.0	105.0	8.0	3871.0	134.0	285.0	1503.0	2045.0	525.0	791.0
